"Notes"	"State"	"State Code"	"County"	"County Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Cause of death"	"Cause of death Code"	Deaths
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	25
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental suffocation and strangulation in bed"	"W75"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	139
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	67
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	165
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by sharp object"	"X99"	22
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"Black or African American"	"2054-5"	"Assault by unspecified means"	"Y09"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Enterocolitis due to Clostridium difficile"	"A04.7"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	91
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic viral hepatitis C"	"B18.2"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	21
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	14
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	16
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	121
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Cardia - Malignant neoplasms"	"C16.0"	38
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	23
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	102
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of rectosigmoid junction"	"C19"	32
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of rectum"	"C20"	42
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	64
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	26
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	22
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	204
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	28
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	562
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	46
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	118
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	61
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	69
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	94
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	154
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	20
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	20
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	40
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	46
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	26
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	19
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	21
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	91
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	14
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	45
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	14
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	11
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	151
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other obesity"	"E66.8"	35
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Obesity, unspecified"	"E66.9"	37
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Hyperlipidaemia, unspecified"	"E78.5"	107
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acidosis"	"E87.2"	28
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Vascular dementia, unspecified"	"F01.9"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Unspecified dementia"	"F03"	75
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	96
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Huntington disease"	"G10"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Motor neuron disease"	"G12.2"	54
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Parkinson disease"	"G20"	44
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	21
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other specified degenerative diseases of nervous system"	"G31.8"	16
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Multiple sclerosis"	"G35"	30
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Infantile cerebral palsy, unspecified"	"G80.9"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	16
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Encephalopathy, unspecified"	"G93.4"	16
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	77
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	28
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	137
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Hypertensive renal disease with renal failure"	"I12.0"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute subendocardial myocardial infarction"	"I21.4"	28
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	384
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute ischaemic heart disease, unspecified"	"I24.9"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	457
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	443
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Ischaemic cardiomyopathy"	"I25.5"	29
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	11
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	21
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute and subacute infective endocarditis"	"I33.0"	15
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Aortic (valve) stenosis"	"I35.0"	20
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Endocarditis, valve unspecified"	"I38"	16
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Dilated cardiomyopathy"	"I42.0"	11
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Cardiomyopathy, unspecified"	"I42.9"	48
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other specified conduction disorders"	"I45.8"	22
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Cardiac arrest, unspecified"	"I46.9"	52
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Atrial fibrillation and flutter"	"I48"	32
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Ventricular fibrillation and flutter"	"I49.0"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Cardiac arrhythmia, unspecified"	"I49.9"	36
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	47
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Heart failure, unspecified"	"I50.9"	35
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Cardiovascular disease, unspecified"	"I51.6"	37
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Heart disease, unspecified"	"I51.9"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	23
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intracerebral haemorrhage, unspecified"	"I61.9"	33
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	11
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	19
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Cerebral infarction, unspecified"	"I63.9"	21
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	87
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other specified cerebrovascular diseases"	"I67.8"	22
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	14
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	15
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Dissection of aorta [any part]"	"I71.0"	18
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Peripheral vascular disease, unspecified"	"I73.9"	18
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Bacterial pneumonia, unspecified"	"J15.9"	15
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	93
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Emphysema, unspecified"	"J43.9"	28
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	39
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	20
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	238
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Pneumonitis due to food and vomit"	"J69.0"	30
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Adult respiratory distress syndrome"	"J80"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	34
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Interstitial pulmonary disease, unspecified"	"J84.9"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute respiratory failure"	"J96.0"	22
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic respiratory failure"	"J96.1"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Respiratory failure, unspecified"	"J96.9"	56
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Vascular disorder of intestine, unspecified"	"K55.9"	27
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified intestinal obstruction"	"K56.6"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Alcoholic hepatitis"	"K70.1"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	140
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Alcoholic hepatic failure"	"K70.4"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Alcoholic liver disease, unspecified"	"K70.9"	24
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Hepatic failure, unspecified"	"K72.9"	25
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	127
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Liver disease, unspecified"	"K76.9"	20
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute pancreatitis, unspecified"	"K85.9"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	35
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Osteomyelitis, unspecified"	"M86.9"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Acute renal failure, unspecified"	"N17.9"	39
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	54
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Chronic renal failure, unspecified"	"N18.9"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Urinary tract infection, site not specified"	"N39.0"	14
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Extreme immaturity"	"P07.2"	11
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Down syndrome, unspecified"	"Q90.9"	11
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	37
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"COVID-19"	"U07.1"	474
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	15
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	19
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	33
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Fall on and from stairs and steps"	"W10"	24
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Other fall on same level"	"W18"	39
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Drowning and submersion while in natural water"	"W69"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Exposure to uncontrolled fire in building or structure"	"X00"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Exposure to excessive natural cold"	"X31"	17
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	11
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	282
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	375
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to alcohol"	"X45"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	14
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	20
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	10
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	112
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	31
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	74
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by sharp object"	"X78"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by jumping from a high place"	"X80"	13
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Assault by other and unspecified firearm discharge"	"X95"	38
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Assault by sharp object"	"X99"	12
	"New York"	"36"	"Erie County, NY"	"36029"	"Male"	"M"	"White"	"2106-3"	"Sequelae of other accidents"	"Y86"	12
	"New York"	"36"	"Essex County, NY"	"36031"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	13
	"New York"	"36"	"Essex County, NY"	"36031"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	42
	"New York"	"36"	"Essex County, NY"	"36031"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	12
	"New York"	"36"	"Essex County, NY"	"36031"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	22
	"New York"	"36"	"Essex County, NY"	"36031"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	16
	"New York"	"36"	"Essex County, NY"	"36031"	"Female"	"F"	"White"	"2106-3"	"COVID-19"	"U07.1"	10
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	11
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	13
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	31
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	32
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	12
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	18
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"COVID-19"	"U07.1"	17
	"New York"	"36"	"Essex County, NY"	"36031"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	13
	"New York"	"36"	"Franklin County, NY"	"36033"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	10
	"New York"	"36"	"Franklin County, NY"	"36033"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	32
	"New York"	"36"	"Franklin County, NY"	"36033"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	20
	"New York"	"36"	"Franklin County, NY"	"36033"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	18
	"New York"	"36"	"Franklin County, NY"	"36033"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	20
	"New York"	"36"	"Franklin County, NY"	"36033"	"Female"	"F"	"White"	"2106-3"	"COVID-19"	"U07.1"	12
	"New York"	"36"	"Franklin County, NY"	"36033"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	15
	"New York"	"36"	"Franklin County, NY"	"36033"	"Male"	"M"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	10
	"New York"	"36"	"Franklin County, NY"	"36033"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	12
	"New York"	"36"	"Franklin County, NY"	"36033"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	53
